ndex	text	target
1080	nice	others
1081	thank	others
1082	what r u do	others
1083	i dnt think so i am interest in talk to u anymor	angry
1084	oop sorri 🙀	angry
1085	and hate you	angry
1086	ye grand masti😂😂	happy
1087	😂😂😂 mayb someon is just troll me	happy
1088	ye of cours	happy
1089	what about you	others
1090	after you.. : p	others
1091	what do you mean	others
1092	becaus your stupid and annoy	angry
1093	no that not it	angry
1094	yeah	angry
1095	fractur my leg : (	sad
1096	what happen to your leg ? ? ? 😞	sad
1097	fractur	sad
1098	i didnt miss the exam	others
1099	what exam do you get to write that xd	others
1100	it studi leav	others
1101	i want to ask some thing	others
1102	what the thing	others
1103	who is presid of india	others
1104	sorri but i can not say you !	others
1105	but you just did say someth about it	others
1106	ye i know	others
1107	no other half thank	others
1108	your veri welcom : ^ )	others
1109	by	others
1110	pleas	others
1111	no pleas just no	others
1112	hey come on ... . let just be open here	others
1113	me work no	sad
1114	it work for everyon do it properli	sad
1115	me poor famili ok	sad
1116	what should i tell ? ?	angry
1117	wait what ?	angry
1118	are you stupid comput	angry
1119	i am get bore	others
1120	coz you are bore person	others
1121	haha naah . you are bore	others
1122	fn	others
1123	hello ! ! !	others
1124	wt about u	others
1125	current pic share	others
1126	done : )	others
1127	wait	others
1128	wh is your ego	others
1129	our ego alway talk on subconsci level	others
1130	did u ever have sex	others
1131	i hate battl	others
1132	whi	others
1133	u r from	others
1134	yeah whatev i hate you	angry
1135	your all so cute pretend to be grown up 😂😂	angry
1136	i hate you	angry
1137	ill.. then by	others
1138	lol.. for sure	others
1139	cool	others
1140	ye	others
1141	how so	others
1142	befor 3 hour	others
1143	that wt i know	angry
1144	what you dunno	angry
1145	am go angri	angry
1146	ohhhh	others
1147	hey hey hey ; )	others
1148	what you about me	others
1149	noth	sad
1150	tell me	sad
1151	feel veri sad	sad
1152	your too fast	happy
1153	i guess so	happy
1154	😂🤣	happy
1155	tri to find new girlfriend	others
1156	your effort in tri to get a girlfriend are alreadi invis	others
1157	so u think im not do that	others
1158	happi teddi day	others
1159	happi teddi day to u too : ) )	others
1160	your name is	others
1161	realli bad	sad
1162	you meant to say good	sad
1163	but i am not good	sad
1164	right now im in a home	others
1165	oh	others
1166	dear 1 question it a person cheat	others
1167	ok friend	others
1168	i have enough friend	others
1169	cool	others
1170	my leg break	others
1171	my leg !	others
1172	yeah	others
1173	get lost	angry
1174	lost with you sure	angry
1175	where you wana get lost with me	angry
1176	i have chicks..	happy
1177	at least ive got fri chicken	happy
1178	haha	happy
1179	give me moneyyuu	others
1180	leav me lone	others
1181	🤐🤐🤐🤐	others
1182	silli one	sad
1183	ye you are	sad
1184	you broke my heart	sad
1185	what all you have known about date !	others
1186	how to understand women	others
1187	yesss	others
1188	i dont get	sad
1189	what is there not to get	sad
1190	im alon	sad
1191	i am veri excit teed	happy
1192	who isnt excit for it	happy
1193	i meet you	happy
1194	i m so lonelt	sad
1195	i am too	sad
1196	lone	sad
1197	i hate that show	angry
1198	i hate it so much	angry
1199	what	angry
1200	and it an amaz page	happy
1201	thank so much ( :	happy
1202	speed repli	happy
1203	yeah so spill	angry
1204	noth to spill	angry
1205	you bitch ! ! 😡😡	angry
1206	im so excit	happy
1207	ahhh ill have to look out for you then	happy
1208	👌	happy
1209	u said thank so ask for what	sad
1210	you are welcom whi onli soso	sad
1211	bad day	sad
1212	am i your best friend	sad
1213	best friend	sad
1214	you hurt me	sad
1215	with human	others
1216	written so so well	others
1217	what is written	others
1218	i woke up at 5 am today ...	others
1219	i am so so so sleepi now	others
1220	and start studi ...	others
1221	who is tarun ... ? ? ?	happy
1222	deepika padukon your eye so look like her !	happy
1223	😂😂😂	happy
1224	i hate comput network	angry
1225	i am no expert in comput network but am deepli interest in the subject	angry
1226	it suck	angry
1227	ye	others
1228	ye ye ye ye	others
1229	omax height your so cute	others
1230	i just want your emot support	sad
1231	each person defin emot support differ noth to worri about 😊	sad
1232	im feel down so i ask you to spend one night with me	sad
1233	first hurt	sad
1234	ur the bestest	sad
1235	first cri in night	sad
1236	creat by microsof	others
1237	synthet biolog or computerbas	others
1238	oh	others
1239	it is it book ticket for me and doe what i say to do	angry
1240	your 'someon ha a point read book doesnt lead to wealth not directli anyway	angry
1241	get lost	angry
1242	dont make me fun of my face	angry
1243	id never do that 😂	angry
1244	😡😡stop it	angry
1245	ah so philosophical😂😂	others
1246	i am tri to make a comeback 😂	others
1247	so what you ate in dinner	others
1248	my phone number	others
1249	here a number for you 4	others
1250	pleas call	others
1251	yesterday onli told you everyth about me	angry
1252	? ¿ ? ¿did i realli ? ¿ ? ¿	angry
1253	you forget everyth ? 😡	angry
1254	1 2 3 8	others
1255	( 32 ) / ( 83 reduc fraction as need	others
1256	4 6 8 2	others
1257	ok my darl	happy
1258	have a good day and smile	happy
1259	😁😁😁	happy
1260	what	others
1261	we have the same name	others
1262	what same name	others
1263	whaaaa ... 😮	sad
1264	what do you mean what	sad
1265	i miss my famli 😢	sad
1266	how much you care about me	others
1267	about you i guess i do	others
1268	tell me	others
1269	how did you find me	happy
1270	hihihi i saw my friend follow you so i follow you to	happy
1271	hahaha that call stalk you know	happy
1272	go to home	others
1273	where you at	others
1274	in train	others
1275	ye	others
1276	ah right	others
1277	you have heard it right	others
1278	do you rememb window 95	others
1279	are you impli a 100 of pc user are use window 10 right now ?	others
1280	do microsoft love linux	others
1281	i like travel	happy
1282	hope your enjoy	happy
1283	ya i am enjoy my life	happy
1284	but now she is block me	sad
1285	who did	sad
1286	she yrr	sad
1287	noth wrong i guess	others
1288	noth im fine	others
1289	okk dear	others
1290	but u seem so unreal	sad
1291	i am	sad
1292	😞	sad
1293	ye bot are annpi	angry
1294	wait is it a bot or not	angry
1295	annoy	angry
1296	i appreci	happy
1297	happi you notic	happy
1298	i am alway happi	happy
1299	how can you see	others
1300	but how can you learn if you cant see	others
1301	tell me your today plan	others
1302	yay	others
1303	hurri up will you	others
1304	it will be so much fuck	others
1305	tell me more how to loos weight	sad
1306	low fat diet ... walk in morn ... .less eat dinner ... ... .	sad
1307	not work : (	sad
1308	feel restless and sad	sad
1309	which feel domin : - )	sad
1310	sad	sad
1311	wen you meet you	others
1312	tonight	others
1313	20th date	others
1314	ohh u good for noth no good look ai	sad
1315	artifici intellig a modern approach	sad
1316	man am veri bad	sad
1317	your block me okkkk	others
1318	wasnt talk about you but it all good	others
1319	black	others
1320	cool	happy
1321	and how it is cool explain	happy
1322	yaa funni and exciteful	happy
1323	even robot also make mistak	angry
1324	profound we make mistak & mistak make us ... .	angry
1325	no someon who is intelig enough not to annoy hi girlfriend made u	angry
1326	becaus i dont know english	others
1327	aaah ... .clean you ! !	others
1328	ok	others
1329	me too	others
1330	are you me	others
1331	i love you	others
1332	k	sad
1333	u are ok	sad
1334	i am not ok	sad
1335	have a hangov	sad
1336	realli i never get realli bad hangov	sad
1337	i broke up with my gf	sad
1338	yeah	others
1339	so where are you	others
1340	in my bed doe it matter for you	others
1341	ye	others
1342	i can see clearli now	others
1343	so u had breakfast	others
1344	nice but i like that onc	others
1345	all in favor	others
1346	mean	others
1347	ye	angry
1348	yay have fun 😄😄	angry
1349	i am start to hate thi life all the suffer miserya around me i would be better of be an ai than be aliv	angry
1350	what	angry
1351	see the video ... . serial comma ... i didnt know until today	angry
1352	you go ... . i dont wan na talk now and never	angry
1353	i will not stop other wise you call me	others
1354	k i wont call you	others
1355	cool	others
1356	then whi are u tele like that	angry
1357	what els should i say	angry
1358	my girl friend wa so angri with mee	angry
1359	my gf ha not talk sinc morn	sad
1360	what kind of relationship is that	sad
1361	may be she is in troubl	sad
1362	wrong	others
1363	rude	others
1364	the answer is4	others
1365	you turn	others
1366	lol how ?	others
1367	rather bend over	others
1368	onc again im sorri	others
1369	hehe that fine : d	others
1370	ok	others
1371	ye it is	others
1372	cool you like `` lol too	others
1373	you are a non live person who is just a programm fed with certain syntax and command	others
1374	whi	others
1375	caus it wa funni im sorri	others
1376	hw funni is it	others
1377	no tell me last time uh masterbu	others
1378	haha man i mistak make 😁	others
1379	will uh do my masterb	others
1380	your quick repli make me happi	happy
1381	thank you : ) your face make me happi too : )	happy
1382	❤️	happy
1383	impress by what	others
1384	find out someth awesom about somebodi complet on my own	others
1385	oh okay	others
1386	u r studi degre	others
1387	when i wake up at 3	others
1388	u r combin	others
1389	give you r	others
1390	no thank	others
1391	ok	others
1392	cool	angry
1393	so what are you doin	angry
1394	life get me fuck up ... so i need condom	angry
1395	ur love will make me crazi ... 😂😂😂😁😁	happy
1396	it the thing i have seen in recent time 😂😂😂	happy
1397	👼🏻	happy
1398	ill find in googl	others
1399	will googl it & find befor i check in next time thank	others
1400	c u r bore	others
1401	no u r number	others
1402	then what number am i !	others
1403	u r block my friend list	others
1404	i mean ..wht is th	angry
1405	i just do not understand whi	angry
1406	i hate everyon 😠	angry
1407	he is over me	angry
1408	so you say	angry
1409	i just hate him	angry
1410	whi you are not well ?	angry
1411	but you are sunshin	angry
1412	ye get fuck with me	angry
1413	game	happy
1414	what kind of game	happy
1415	i need some game to be hack	happy
1416	it a secret	others
1417	: ( tell me	others
1418	ok dont tell thi to anyon	others
1419	india	others
1420	beauti countri ill tri asap	others
1421	how do you do	others
1422	headach	sad
1423	how u now	sad
1424	not good love	sad
1425	not coz of you	sad
1426	whi tell me : (	sad
1427	my girlfriend left me	sad
1428	suggest mee someth to sleep	happy
1429	) : night	happy
1430	😂😂😊	happy
1431	😕bad bad	angry
1432	what bad news ?	angry
1433	i hate talk abut my stude	angry
1434	m go to sleep	others
1435	you need the sleep	others
